10.776889,106.700806
10.781111,106.695500
10.772800,106.684400
10.765000,106.679800
10.758911,106.662123
10.752134,106.668900
10.767800,106.681111
10.774211,106.674567
10.762400,106.656789
10.755432,106.659321
10.801122,106.707011
10.808432,106.713456
10.825000,106.683400
10.819801,106.679912
10.804812,106.677891
10.800700,106.681210
10.811991,106.653211
10.813333,106.658721
10.792013,106.632111
10.785432,106.634901
10.741011,106.607321
10.738912,106.598743
10.724411,106.714213
10.719832,106.729003
10.720999,106.666211
10.716011,106.671300
10.845600,106.759811
10.850011,106.770321
10.875320,106.666700
10.869922,106.679011
10.886001,106.607001
10.880321,106.615789
10.685400,106.592211
10.679800,106.601900
10.681923,106.706700
10.688721,106.714301
10.800001,106.751231
10.812341,106.765421
10.796701,106.747821
10.770123,106.732400
10.764321,106.740911
10.752131,106.718211
10.748912,106.709321
10.782132,106.727011
10.792001,106.719900
10.742231,106.678991
10.738100,106.668912
10.707213,106.679032
10.703900,106.691221
10.717800,106.735621
10.749123,106.757900
